ob_id,direction,structure_tag,origin_time,detection_time,pivot_time,pivot_index,origin_index,detection_index,top,bottom,break_level,swing_length,ob_filter,origin_open,origin_high,origin_low,origin_close,parsed_high,parsed_low,width_pips,ob_origin_news_window,ob_detection_news_window,ob_origin_news_event,ob_detection_news_event,ob_origin_news_currency,ob_detection_news_currency,ob_origin_news_impact,ob_detection_news_impact,ob_origin_news_event_time,ob_detection_news_event_time,ob_origin_news_window_start,ob_origin_news_window_end,ob_detection_news_window_start,ob_detection_news_window_end,ob_origin_minutes_from_news,ob_detection_minutes_from_news,ob_final_status,ob_final_status_label,chart_right_time,chart_right_time_source,linked_trade_id,fill_time,exit_time,cancel_time,invalidation_time,protection_trigger_time,news_blackout_trigger_time,reverse_touch_time,session_cancel_time,lifecycle_reason
1133,bearish,BOS,2021-01-25 17:45:00+00:00,2021-01-26 07:30:00+00:00,2021-01-25 15:00:00+00:00,151010,151021,151076,1.21477,1.21427,1.21158,50,Atr,1.21448,1.21477,1.21427,1.21445,1.21477,1.21427,4.999999999999449,False,False,FOMC Statement,FOMC Statement,USD,USD,high,high,2021-01-27T19:00:00,2021-01-27T19:00:00,2021-01-27T18:57:00,2021-01-27T19:03:00,2021-01-27T18:57:00,2021-01-27T19:03:00,-2955.0,-2130.0,loss,LOSS,2021-01-26 12:51:00+00:00,exit_time,S_1133,2021-01-26 12:06:00+00:00,2021-01-26 12:51:00+00:00,,,,,,,LOSS
1134,bullish,CHoCH,2021-01-26 07:45:00+00:00,2021-01-26 12:30:00+00:00,2021-01-25 17:45:00+00:00,151021,151077,151096,1.2117,1.21076,1.21477,50,Atr,1.21116,1.2117,1.21076,1.21112,1.2117,1.21076,9.399999999999409,False,False,FOMC Statement,FOMC Statement,USD,USD,high,high,2021-01-27T19:00:00,2021-01-27T19:00:00,2021-01-27T18:57:00,2021-01-27T19:03:00,2021-01-27T18:57:00,2021-01-27T19:03:00,-2115.0,-1830.0,unknown,UNKNOWN,2021-01-26 12:30:00+00:00,detection_time,L_1134,,,,,,,,,state_target_block
1135,bearish,CHoCH,2021-01-27 00:30:00+00:00,2021-01-27 09:00:00+00:00,2021-01-26 16:45:00+00:00,151113,151144,151178,1.21696,1.2163,1.21397,50,Atr,1.21686,1.21696,1.2163,1.21651,1.21696,1.2163,6.6000000000010495,False,False,FOMC Statement,FOMC Statement,USD,USD,high,high,2021-01-27T19:00:00,2021-01-27T19:00:00,2021-01-27T18:57:00,2021-01-27T19:03:00,2021-01-27T18:57:00,2021-01-27T19:03:00,-1110.0,-600.0,win,WIN,2021-02-16 12:49:00+00:00,exit_time,S_1135,2021-02-16 10:41:00+00:00,2021-02-16 12:49:00+00:00,,,,,,,WIN
1136,bullish,CHoCH,2021-01-28 07:30:00+00:00,2021-01-28 14:00:00+00:00,2021-01-27 19:00:00+00:00,151218,151268,151294,1.20901,1.20807,1.21287,50,Atr,1.20854,1.20901,1.20807,1.20862,1.20901,1.20807,9.399999999999409,False,False,Advance GDP q/q,Advance GDP q/q,USD,USD,high,high,2021-01-28T13:30:00,2021-01-28T13:30:00,2021-01-28T13:27:00,2021-01-28T13:33:00,2021-01-28T13:27:00,2021-01-28T13:33:00,-360.0,30.0,unknown,UNKNOWN,2021-01-28 14:00:00+00:00,detection_time,L_1136,,,,,,,,,state_target_block
1137,bullish,BOS,2021-01-29 05:30:00+00:00,2021-01-29 12:15:00+00:00,2021-01-28 14:00:00+00:00,151294,151356,151383,1.20995,1.20944,1.21424,50,Atr,1.20992,1.20995,1.20944,1.20964,1.20995,1.20944,5.1000000000001044,False,False,Advance GDP q/q,Advance GDP q/q,USD,USD,high,high,2021-01-28T13:30:00,2021-01-28T13:30:00,2021-01-28T13:27:00,2021-01-28T13:33:00,2021-01-28T13:27:00,2021-01-28T13:33:00,960.0,1365.0,unknown,UNKNOWN,2021-01-29 12:15:00+00:00,detection_time,L_1137,,,,,,,,,state_target_block
1138,bearish,CHoCH,2021-01-29 14:00:00+00:00,2021-02-01 08:45:00+00:00,2021-01-29 05:30:00+00:00,151356,151390,151465,1.2156,1.21463,1.20944,50,Atr,1.21463,1.2156,1.21463,1.21546,1.2156,1.21463,9.699999999999154,False,False,Advance GDP q/q,ISM Manufacturing PMI,USD,USD,high,high,2021-01-28T13:30:00,2021-02-01T15:00:00,2021-01-28T13:27:00,2021-01-28T13:33:00,2021-02-01T14:57:00,2021-02-01T15:03:00,1470.0,-375.0,win,WIN,2021-02-11 16:39:00+00:00,exit_time,S_1138,2021-02-11 13:11:00+00:00,2021-02-11 16:39:00+00:00,,,,,,,WIN
1139,bearish,BOS,2021-02-02 02:00:00+00:00,2021-02-02 10:15:00+00:00,2021-02-01 21:15:00+00:00,151515,151534,151567,1.20877,1.20827,1.2056,50,Atr,1.20839,1.20877,1.20827,1.20828,1.20877,1.20827,4.999999999999449,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2021-02-01T15:00:00,2021-02-01T15:00:00,2021-02-01T14:57:00,2021-02-01T15:03:00,2021-02-01T14:57:00,2021-02-01T15:03:00,660.0,1155.0,win,WIN,2021-02-09 08:21:00+00:00,exit_time,S_1139,2021-02-09 07:17:00+00:00,2021-02-09 08:21:00+00:00,,,,,,,WIN
1140,bearish,BOS,2021-02-03 01:15:00+00:00,2021-02-03 12:45:00+00:00,2021-02-02 17:30:00+00:00,151596,151627,151673,1.205,1.20457,1.20115,50,Atr,1.20479,1.205,1.20457,1.20467,1.205,1.20457,4.300000000001525,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2021-02-01T15:00:00,2021-02-01T15:00:00,2021-02-01T14:57:00,2021-02-01T15:03:00,2021-02-01T14:57:00,2021-02-01T15:03:00,2055.0,2745.0,unknown,UNKNOWN,2021-02-03 12:45:00+00:00,detection_time,S_1140,,,,,,,,,state_target_block
1141,bearish,BOS,2021-02-04 00:15:00+00:00,2021-02-04 07:00:00+00:00,2021-02-03 15:45:00+00:00,151685,151719,151746,1.20427,1.204,1.2004,50,Atr,1.20421,1.20427,1.204,1.20405,1.20427,1.204,2.6999999999999247,False,False,Unemployment Rate,Unemployment Rate,USD,USD,high,high,2021-02-05T13:30:00,2021-02-05T13:30:00,2021-02-05T13:27:00,2021-02-05T13:33:00,2021-02-05T13:27:00,2021-02-05T13:33:00,-2235.0,-1830.0,unknown,UNKNOWN,2021-02-04 07:00:00+00:00,detection_time,S_1141,,,,,,,,,state_target_block
1142,bullish,CHoCH,2021-02-05 03:00:00+00:00,2021-02-05 18:30:00+00:00,2021-02-04 00:15:00+00:00,151719,151826,151888,1.19556,1.19522,1.20427,50,Atr,1.19541,1.19556,1.19522,1.19546,1.19556,1.19522,3.4000000000000696,False,False,Unemployment Rate,Unemployment Rate,USD,USD,high,high,2021-02-05T13:30:00,2021-02-05T13:30:00,2021-02-05T13:27:00,2021-02-05T13:33:00,2021-02-05T13:27:00,2021-02-05T13:33:00,-630.0,300.0,win,WIN,2021-03-05 01:29:00+00:00,exit_time,L_1142,2021-03-05 01:07:00+00:00,2021-03-05 01:29:00+00:00,,,,,,,WIN
1143,bullish,BOS,2021-02-08 12:30:00+00:00,2021-02-08 14:30:00+00:00,2021-02-07 23:00:00+00:00,151906,151960,151968,1.20275,1.20196,1.2055,50,Atr,1.2023,1.20275,1.20196,1.20205,1.20275,1.20196,7.900000000000684,False,False,CPI m/m,CPI m/m,USD,USD,high,high,2021-02-10T13:30:00,2021-02-10T13:30:00,2021-02-10T13:27:00,2021-02-10T13:33:00,2021-02-10T13:27:00,2021-02-10T13:33:00,-2940.0,-2820.0,win,WIN,2021-02-17 15:32:00+00:00,exit_time,L_1143,2021-02-17 15:31:00+00:00,2021-02-17 15:32:00+00:00,,,,,,,WIN
1144,bullish,BOS,2021-02-11 00:45:00+00:00,2021-02-11 13:00:00+00:00,2021-02-10 13:30:00+00:00,152156,152201,152250,1.21154,1.21134,1.21395,50,Atr,1.21143,1.21154,1.21134,1.2114,1.21154,1.21134,1.9999999999997797,False,False,Fed Chairman Powell Speaks,Fed Chairman Powell Speaks,USD,USD,high,high,2021-02-10T19:00:00,2021-02-10T19:00:00,2021-02-10T18:57:00,2021-02-10T19:03:00,2021-02-10T18:57:00,2021-02-10T19:03:00,345.0,1080.0,loss,LOSS,2021-02-12 07:55:00+00:00,exit_time,L_1144,2021-02-12 07:51:00+00:00,2021-02-12 07:55:00+00:00,,,,,,,LOSS
1145,bearish,CHoCH,2021-02-11 13:30:00+00:00,2021-02-12 08:00:00+00:00,2021-02-11 00:45:00+00:00,152201,152252,152326,1.21484,1.21413,1.21134,50,Atr,1.2146,1.21484,1.21413,1.21425,1.21484,1.21413,7.099999999999884,False,False,Fed Chairman Powell Speaks,Fed Chairman Powell Speaks,USD,USD,high,high,2021-02-10T19:00:00,2021-02-10T19:00:00,2021-02-10T18:57:00,2021-02-10T19:03:00,2021-02-10T18:57:00,2021-02-10T19:03:00,1110.0,2220.0,win,WIN,2021-02-15 12:07:00+00:00,exit_time,S_1145,2021-02-15 08:10:00+00:00,2021-02-15 12:07:00+00:00,,,,,,,WIN
1146,bullish,CHoCH,2021-02-15 14:00:00+00:00,2021-02-16 02:45:00+00:00,2021-02-15 08:15:00+00:00,152423,152446,152497,1.21277,1.21207,1.21451,50,Atr,1.21268,1.21277,1.21207,1.21241,1.21277,1.21207,6.999999999999229,False,False,Core Retail Sales m/m,Core Retail Sales m/m,USD,USD,high,high,2021-02-17T13:30:00,2021-02-17T13:30:00,2021-02-17T13:27:00,2021-02-17T13:33:00,2021-02-17T13:27:00,2021-02-17T13:33:00,-2850.0,-2085.0,unknown,UNKNOWN,2021-02-16 02:45:00+00:00,detection_time,L_1146,,,,,,,,,state_target_block
1147,bearish,CHoCH,2021-02-16 12:15:00+00:00,2021-02-16 13:30:00+00:00,2021-02-15 14:00:00+00:00,152446,152535,152540,1.21693,1.21649,1.21207,50,Atr,1.21649,1.21693,1.21649,1.21664,1.21693,1.21649,4.3999999999999595,False,False,Core Retail Sales m/m,Core Retail Sales m/m,USD,USD,high,high,2021-02-17T13:30:00,2021-02-17T13:30:00,2021-02-17T13:27:00,2021-02-17T13:33:00,2021-02-17T13:27:00,2021-02-17T13:33:00,-1515.0,-1440.0,unknown,UNKNOWN,2021-02-16 13:30:00+00:00,detection_time,S_1147,,,,,,,,,state_target_block
1148,bearish,BOS,2021-02-22 01:15:00+00:00,2021-02-22 08:15:00+00:00,2021-02-19 18:30:00+00:00,152848,152875,152903,1.21355,1.21275,1.21077,50,Atr,1.21279,1.21355,1.21275,1.21339,1.21355,1.21275,7.999999999999119,False,False,Fed Chairman Powell Testifies,Fed Chairman Powell Testifies,USD,USD,high,high,2021-02-23T15:00:00,2021-02-23T15:00:00,2021-02-23T14:57:00,2021-02-23T15:03:00,2021-02-23T14:57:00,2021-02-23T15:03:00,-2265.0,-1845.0,loss,LOSS,2021-02-22 11:25:00+00:00,exit_time,S_1148,2021-02-22 10:39:00+00:00,2021-02-22 11:25:00+00:00,,,,,,,LOSS
1149,bullish,CHoCH,2021-02-22 08:30:00+00:00,2021-02-22 13:30:00+00:00,2021-02-19 11:00:00+00:00,152818,152904,152924,1.21007,1.20922,1.21444,50,Atr,1.21007,1.21007,1.20922,1.20928,1.21007,1.20922,8.500000000000174,False,False,Fed Chairman Powell Testifies,Fed Chairman Powell Testifies,USD,USD,high,high,2021-02-23T15:00:00,2021-02-23T15:00:00,2021-02-23T14:57:00,2021-02-23T15:03:00,2021-02-23T14:57:00,2021-02-23T15:03:00,-1830.0,-1530.0,win,WIN,2021-02-26 11:51:00+00:00,exit_time,L_1149,2021-02-26 11:21:00+00:00,2021-02-26 11:51:00+00:00,,,,,,,WIN
1150,bullish,BOS,2021-02-23 17:00:00+00:00,2021-02-24 08:45:00+00:00,2021-02-23 15:30:00+00:00,153028,153034,153097,1.21458,1.21412,1.21664,50,Atr,1.21414,1.21458,1.21412,1.21449,1.21458,1.21412,4.599999999999049,False,False,Fed Chairman Powell Testifies,Fed Chairman Powell Testifies,USD,USD,high,high,2021-02-23T15:00:00,2021-02-24T15:00:00,2021-02-23T14:57:00,2021-02-23T15:03:00,2021-02-24T14:57:00,2021-02-24T15:03:00,120.0,-375.0,loss,LOSS,2021-02-24 13:16:00+00:00,exit_time,L_1150,2021-02-24 13:08:00+00:00,2021-02-24 13:16:00+00:00,,,,,,,LOSS
1151,bearish,CHoCH,2021-02-24 09:15:00+00:00,2021-02-24 13:15:00+00:00,2021-02-23 17:00:00+00:00,153034,153099,153115,1.21745,1.21664,1.21412,50,Atr,1.21673,1.21745,1.21664,1.21705,1.21745,1.21664,8.099999999999774,False,False,Fed Chairman Powell Testifies,Fed Chairman Powell Testifies,USD,USD,high,high,2021-02-24T15:00:00,2021-02-24T15:00:00,2021-02-24T14:57:00,2021-02-24T15:03:00,2021-02-24T14:57:00,2021-02-24T15:03:00,-345.0,-105.0,unknown,UNKNOWN,2021-02-24 13:15:00+00:00,detection_time,S_1151,,,,,,,,,state_target_block
1152,bullish,CHoCH,2021-02-24 15:45:00+00:00,2021-02-25 04:45:00+00:00,2021-02-24 09:15:00+00:00,153099,153125,153177,1.21246,1.21132,1.21745,50,Atr,1.21205,1.21246,1.21132,1.21221,1.21246,1.21132,11.400000000001409,False,False,Fed Chairman Powell Testifies,Fed Chairman Powell Testifies,USD,USD,high,high,2021-02-24T15:00:00,2021-02-24T15:00:00,2021-02-24T14:57:00,2021-02-24T15:03:00,2021-02-24T14:57:00,2021-02-24T15:03:00,45.0,825.0,unknown,UNKNOWN,2021-02-25 04:45:00+00:00,detection_time,L_1152,,,,,,,,,state_target_block
1153,bearish,CHoCH,2021-02-25 14:45:00+00:00,2021-02-26 11:15:00+00:00,2021-02-24 15:15:00+00:00,153123,153217,153299,1.22428,1.2231,1.21092,50,Atr,1.22367,1.22428,1.2231,1.22411,1.22428,1.2231,11.799999999999589,False,False,Fed Chairman Powell Testifies,Fed Chairman Powell Testifies,USD,USD,high,high,2021-02-24T15:00:00,2021-02-24T15:00:00,2021-02-24T14:57:00,2021-02-24T15:03:00,2021-02-24T14:57:00,2021-02-24T15:03:00,1425.0,2655.0,win,WIN,2021-05-18 14:15:00+00:00,exit_time,S_1153,2021-05-18 12:43:00+00:00,2021-05-18 14:15:00+00:00,,,,,,,WIN
1154,bearish,BOS,2021-03-03 16:30:00+00:00,2021-03-04 08:30:00+00:00,2021-03-03 14:15:00+00:00,153599,153608,153672,1.20805,1.2074,1.20427,50,Atr,1.20783,1.20805,1.2074,1.20751,1.20805,1.2074,6.500000000000394,False,False,Fed Chairman Powell Speaks,Fed Chairman Powell Speaks,USD,USD,high,high,2021-03-04T17:05:00,2021-03-04T17:05:00,2021-03-04T17:02:00,2021-03-04T17:08:00,2021-03-04T17:02:00,2021-03-04T17:08:00,-1475.0,-515.0,win,WIN,2021-04-20 07:02:00+00:00,exit_time,S_1154,2021-04-20 06:59:00+00:00,2021-04-20 07:02:00+00:00,,,,,,,WIN
1155,bearish,BOS,2021-03-05 14:15:00+00:00,2021-03-08 06:45:00+00:00,2021-03-05 13:30:00+00:00,153788,153791,153857,1.19463,1.19318,1.18932,50,Atr,1.19343,1.19463,1.19318,1.19408,1.19463,1.19318,14.500000000001734,False,False,Average Hourly Earnings m/m,CPI y/y,USD,USD,high,high,2021-03-05T13:30:00,2021-03-10T12:30:00,2021-03-05T13:27:00,2021-03-05T13:33:00,2021-03-10T12:27:00,2021-03-10T12:33:00,45.0,-3225.0,loss,LOSS,2021-03-11 08:25:00+00:00,exit_time,S_1155,2021-03-11 02:20:00+00:00,2021-03-11 08:25:00+00:00,,,,,,,LOSS
1156,bullish,CHoCH,2021-03-10 06:00:00+00:00,2021-03-10 14:00:00+00:00,2021-03-09 11:30:00+00:00,153972,154046,154078,1.18765,1.18688,1.19156,50,Atr,1.18749,1.18765,1.18688,1.18707,1.18765,1.18688,7.7000000000015945,False,False,CPI y/y,Core CPI m/m,USD,USD,high,high,2021-03-10T12:30:00,2021-03-10T13:30:00,2021-03-10T12:27:00,2021-03-10T12:33:00,2021-03-10T13:27:00,2021-03-10T13:33:00,-390.0,30.0,unknown,UNKNOWN,2021-03-10 14:00:00+00:00,detection_time,L_1156,,,,,,,,,state_target_block
1157,bearish,CHoCH,2021-03-16 11:45:00+00:00,2021-03-16 13:45:00+00:00,2021-03-15 15:30:00+00:00,154376,154457,154465,1.19518,1.19462,1.1911,50,Atr,1.19495,1.19518,1.19462,1.1947,1.19518,1.19462,5.599999999998939,False,False,Core Retail Sales m/m,Core Retail Sales m/m,USD,USD,high,high,2021-03-16T12:30:00,2021-03-16T12:30:00,2021-03-16T12:27:00,2021-03-16T12:33:00,2021-03-16T12:27:00,2021-03-16T12:33:00,-45.0,75.0,news_touch_cancel,NEWS TOUCH CANCEL,2021-03-17 18:01:00+00:00,news_touch_cancel_time,S_1157,,,2021-03-17 18:01:00+00:00,,,2021-03-17 18:01:00,,,news_touch_cancel
1158,bullish,CHoCH,2021-03-17 08:00:00+00:00,2021-03-17 09:15:00+00:00,2021-03-16 19:30:00+00:00,154488,154538,154543,1.18933,1.18861,1.191,50,Atr,1.18909,1.18933,1.18861,1.18905,1.18933,1.18861,7.200000000000539,False,False,FOMC Economic Projections,FOMC Economic Projections,USD,USD,high,high,2021-03-17T18:00:00,2021-03-17T18:00:00,2021-03-17T17:57:00,2021-03-17T18:03:00,2021-03-17T17:57:00,2021-03-17T18:03:00,-600.0,-525.0,unknown,UNKNOWN,2021-03-17 09:15:00+00:00,detection_time,L_1158,,,,,,,,,state_target_block
1159,bearish,CHoCH,2021-03-18 07:00:00+00:00,2021-03-19 13:15:00+00:00,2021-03-17 08:00:00+00:00,154538,154630,154751,1.19888,1.19768,1.18861,50,Atr,1.19793,1.19888,1.19768,1.1986,1.19888,1.19768,11.999999999998678,False,False,Fed Chairman Powell Speaks,Fed Announcement,USD,USD,high,high,2021-03-18T15:55:00,2021-03-19T13:00:00,2021-03-18T15:52:00,2021-03-18T15:58:00,2021-03-19T12:57:00,2021-03-19T13:03:00,-535.0,15.0,loss,LOSS,2021-04-15 07:27:00+00:00,exit_time,S_1159,2021-04-14 16:08:00+00:00,2021-04-15 07:27:00+00:00,,,,,,,LOSS
1160,bearish,BOS,2021-03-22 17:30:00+00:00,2021-03-23 14:00:00+00:00,2021-03-21 21:00:00+00:00,154782,154864,154946,1.19468,1.19402,1.18708,50,Atr,1.19416,1.19468,1.19402,1.19455,1.19468,1.19402,6.599999999998829,False,False,Fed Chairman Powell Speaks,Fed Chairman Powell Testifies,USD,USD,high,high,2021-03-22T13:00:00,2021-03-23T16:00:00,2021-03-22T12:57:00,2021-03-22T13:03:00,2021-03-23T15:57:00,2021-03-23T16:03:00,270.0,-120.0,win,WIN,2021-04-13 14:58:00+00:00,exit_time,S_1160,2021-04-13 13:38:00+00:00,2021-04-13 14:58:00+00:00,,,,,,,WIN
1161,bearish,BOS,2021-03-29 15:45:00+00:00,2021-03-30 06:15:00+00:00,2021-03-29 15:00:00+00:00,155334,155337,155395,1.17839,1.17776,1.17606,50,Atr,1.17815,1.17839,1.17776,1.17779,1.17839,1.17776,6.300000000001305,False,False,ADP Non-Farm Employment Change,ADP Non-Farm Employment Change,USD,USD,high,high,2021-03-31T12:15:00,2021-03-31T12:15:00,2021-03-31T12:12:00,2021-03-31T12:18:00,2021-03-31T12:12:00,2021-03-31T12:18:00,-2670.0,-1800.0,unknown,UNKNOWN,2021-03-30 06:15:00+00:00,detection_time,S_1161,,,,,,,,,state_target_block
1162,bullish,CHoCH,2021-04-01 06:00:00+00:00,2021-04-01 15:00:00+00:00,2021-03-31 14:45:00+00:00,155525,155586,155622,1.17185,1.17125,1.17598,50,Atr,1.17175,1.17185,1.17125,1.17165,1.17185,1.17125,6.00000000000156,False,False,President Biden Speaks,President Biden Speaks,USD,USD,high,high,2021-03-31T20:20:00,2021-03-31T20:20:00,2021-03-31T20:17:00,2021-03-31T20:23:00,2021-03-31T20:17:00,2021-03-31T20:23:00,580.0,1120.0,win,WIN,2021-08-10 10:48:00+00:00,exit_time,L_1162,2021-08-10 10:14:00+00:00,2021-08-10 10:48:00+00:00,,,,,,,WIN
1163,bearish,CHoCH,2021-04-05 01:45:00+00:00,2021-04-05 06:45:00+00:00,2021-04-02 13:00:00+00:00,155710,155761,155781,1.17718,1.17674,1.1749,50,Atr,1.17675,1.17718,1.17674,1.17697,1.17718,1.17674,4.3999999999999595,False,False,Treasury Sec Yellen Speaks,Treasury Sec Yellen Speaks,USD,USD,high,high,2021-04-05T15:00:00,2021-04-05T15:00:00,2021-04-05T14:57:00,2021-04-05T15:03:00,2021-04-05T14:57:00,2021-04-05T15:03:00,-795.0,-495.0,loss,LOSS,2021-04-05 12:37:00+00:00,exit_time,S_1163,2021-04-05 12:35:00+00:00,2021-04-05 12:37:00+00:00,,,,,,,LOSS
1164,bullish,CHoCH,2021-04-05 10:00:00+00:00,2021-04-05 13:30:00+00:00,2021-04-02 08:45:00+00:00,155693,155794,155808,1.17416,1.17379,1.17866,50,Atr,1.17407,1.17416,1.17379,1.17416,1.17416,1.17379,3.700000000002035,False,False,Treasury Sec Yellen Speaks,Treasury Sec Yellen Speaks,USD,USD,high,high,2021-04-05T15:00:00,2021-04-05T15:00:00,2021-04-05T14:57:00,2021-04-05T15:03:00,2021-04-05T14:57:00,2021-04-05T15:03:00,-300.0,-90.0,win,WIN,2021-08-09 15:10:00+00:00,exit_time,L_1164,2021-08-09 15:01:00+00:00,2021-08-09 15:10:00+00:00,,,,,,,WIN
1165,bullish,BOS,2021-04-07 19:15:00+00:00,2021-04-08 16:00:00+00:00,2021-04-07 14:30:00+00:00,156004,156023,156106,1.18652,1.18608,1.19147,50,Atr,1.18646,1.18652,1.18608,1.18628,1.18652,1.18608,4.3999999999999595,False,True,FOMC Meeting Minutes,Fed Chairman Powell Speaks,USD,USD,high,high,2021-04-07T18:00:00,2021-04-08T16:00:00,2021-04-07T17:57:00,2021-04-07T18:03:00,2021-04-08T15:57:00,2021-04-08T16:03:00,75.0,0.0,unknown,UNKNOWN,2021-04-08 16:00:00+00:00,detection_time,L_1165,,,,,,,,,state_target_block
1166,bullish,BOS,2021-04-12 08:00:00+00:00,2021-04-12 10:30:00+00:00,2021-04-09 17:45:00+00:00,156209,156266,156276,1.1878,1.1871,1.19103,50,Atr,1.18732,1.1878,1.1871,1.18779,1.1878,1.1871,6.999999999999229,False,False,Fed Chairman Powell Speaks,Fed Chairman Powell Speaks,USD,USD,high,high,2021-04-11T23:00:00,2021-04-11T23:00:00,2021-04-11T22:57:00,2021-04-11T23:03:00,2021-04-11T22:57:00,2021-04-11T23:03:00,540.0,690.0,news_touch_cancel,NEWS TOUCH CANCEL,2021-04-13 12:30:00+00:00,news_touch_cancel_time,L_1166,,,2021-04-13 12:30:00+00:00,,,2021-04-13 12:30:00,,,news_touch_cancel
1167,bullish,BOS,2021-04-13 07:00:00+00:00,2021-04-13 12:30:00+00:00,2021-04-12 16:30:00+00:00,156300,156358,156380,1.18946,1.18845,1.1919,50,Atr,1.18845,1.18946,1.18845,1.18943,1.18946,1.18845,10.099999999999554,False,True,Core CPI m/m,Core CPI m/m,USD,USD,high,high,2021-04-13T12:30:00,2021-04-13T12:30:00,2021-04-13T12:27:00,2021-04-13T12:33:00,2021-04-13T12:27:00,2021-04-13T12:33:00,-330.0,0.0,news_touch_cancel,NEWS TOUCH CANCEL,2021-04-13 12:30:00+00:00,news_touch_cancel_time,L_1167,,,2021-04-13 12:30:00+00:00,,,2021-04-13 12:30:00,,,news_touch_cancel
1168,bearish,CHoCH,2021-04-16 14:15:00+00:00,2021-04-19 01:30:00+00:00,2021-04-16 02:45:00+00:00,156629,156675,156720,1.19936,1.19853,1.19503,50,Atr,1.19854,1.19936,1.19853,1.19865,1.19936,1.19853,8.299999999998864,False,False,Core Retail Sales m/m,Monetary Policy Statement,USD,EUR,high,high,2021-04-15T12:30:00,2021-04-22T11:45:00,2021-04-15T12:27:00,2021-04-15T12:33:00,2021-04-22T11:42:00,2021-04-22T11:48:00,1545.0,-4935.0,unknown,UNKNOWN,2021-04-19 01:30:00+00:00,detection_time,S_1168,,,,,,,,,state_target_block
1169,bullish,CHoCH,2021-04-19 01:45:00+00:00,2021-04-19 07:45:00+00:00,2021-04-16 10:45:00+00:00,156661,156721,156745,1.19465,1.19424,1.19946,50,Atr,1.19458,1.19465,1.19424,1.1944,1.19465,1.19424,4.100000000000215,False,False,Monetary Policy Statement,Monetary Policy Statement,EUR,EUR,high,high,2021-04-22T11:45:00,2021-04-22T11:45:00,2021-04-22T11:42:00,2021-04-22T11:48:00,2021-04-22T11:42:00,2021-04-22T11:48:00,-4920.0,-4560.0,unknown,UNKNOWN,2021-04-19 07:45:00+00:00,detection_time,L_1169,,,,,,,,,state_target_block
1170,bullish,BOS,2021-04-19 15:00:00+00:00,2021-04-20 02:15:00+00:00,2021-04-19 11:00:00+00:00,156758,156774,156819,1.2027,1.20173,1.2048,50,Atr,1.20214,1.2027,1.20173,1.20245,1.2027,1.20173,9.700000000001374,False,False,Monetary Policy Statement,Monetary Policy Statement,EUR,EUR,high,high,2021-04-22T11:45:00,2021-04-22T11:45:00,2021-04-22T11:42:00,2021-04-22T11:48:00,2021-04-22T11:42:00,2021-04-22T11:48:00,-4125.0,-3450.0,unknown,UNKNOWN,2021-04-20 02:15:00+00:00,detection_time,L_1170,,,,,,,,,state_target_block
1171,bearish,CHoCH,2021-04-21 00:30:00+00:00,2021-04-21 07:15:00+00:00,2021-04-20 17:30:00+00:00,156880,156907,156934,1.20436,1.20372,1.20224,50,Atr,1.20375,1.20436,1.20372,1.2041,1.20436,1.20372,6.40000000000196,False,False,Monetary Policy Statement,Monetary Policy Statement,EUR,EUR,high,high,2021-04-22T11:45:00,2021-04-22T11:45:00,2021-04-22T11:42:00,2021-04-22T11:48:00,2021-04-22T11:42:00,2021-04-22T11:48:00,-2115.0,-1710.0,loss,LOSS,2021-04-22 02:14:00+00:00,exit_time,S_1171,2021-04-21 15:36:00+00:00,2021-04-22 02:14:00+00:00,,,,,,,LOSS
1172,bullish,CHoCH,2021-04-21 10:15:00+00:00,2021-04-22 02:00:00+00:00,2021-04-21 00:30:00+00:00,156907,156946,157009,1.20095,1.19985,1.20436,50,Atr,1.20082,1.20095,1.19985,1.1999,1.20095,1.19985,10.999999999998789,False,False,Monetary Policy Statement,Monetary Policy Statement,EUR,EUR,high,high,2021-04-22T11:45:00,2021-04-22T11:45:00,2021-04-22T11:42:00,2021-04-22T11:48:00,2021-04-22T11:42:00,2021-04-22T11:48:00,-1530.0,-585.0,unknown,UNKNOWN,2021-04-22 02:00:00+00:00,detection_time,L_1172,,,,,,,,,state_target_block
1173,bullish,BOS,2021-04-22 18:15:00+00:00,2021-04-23 12:30:00+00:00,2021-04-22 13:00:00+00:00,157053,157074,157147,1.20001,1.19936,1.20694,50,Atr,1.19992,1.20001,1.19936,1.19995,1.20001,1.19936,6.500000000000394,False,False,ECB Press Conference,German Flash Services PMI,EUR,EUR,high,high,2021-04-22T12:30:00,2021-04-23T07:30:00,2021-04-22T12:27:00,2021-04-22T12:33:00,2021-04-23T07:27:00,2021-04-23T07:33:00,345.0,300.0,win,WIN,2021-05-04 09:09:00+00:00,exit_time,L_1173,2021-05-04 09:03:00+00:00,2021-05-04 09:09:00+00:00,,,,,,,WIN
